table,column,value
orders,date_order_placed,2012-06-27 20:49:56
orders,date_order_placed,2012-08-25 07:51:54
orders,date_order_placed,2015-11-25 22:55:41
orders,date_order_placed,2015-05-17 03:05:32
orders,date_order_placed,2017-03-08 05:42:10
orders,date_order_placed,2016-04-15 03:33:59
orders,order_details,
invoices,invoice_number,1
invoices,invoice_number,2
invoices,invoice_number,3
invoices,invoice_number,4
invoices,invoice_number,5
invoices,invoice_number,6
invoices,invoice_number,7
invoices,invoice_number,8
invoices,invoice_number,9
invoices,invoice_number,10
invoices,invoice_number,11
invoices,invoice_number,12
invoices,invoice_number,13
invoices,invoice_number,14
invoices,invoice_number,15
invoices,order_id,3
invoices,order_id,4
invoices,order_id,5
invoices,order_id,8
invoices,order_id,9
invoices,order_id,10
invoices,order_id,11
invoices,order_id,12
invoices,order_id,13
invoices,order_id,14
invoices,invoice_date,2018-03-07 02:04:32
invoices,invoice_date,2018-03-15 09:38:49
invoices,invoice_date,2018-02-28 19:01:06
invoices,invoice_date,2018-03-13 07:27:38
invoices,invoice_date,2018-03-23 04:59:28
invoices,invoice_date,2018-03-03 20:44:06
invoices,invoice_date,2018-03-15 21:24:13
invoices,invoice_date,2018-03-05 08:47:33
invoices,invoice_date,2018-03-19 17:06:30
invoices,invoice_date,2018-03-01 01:44:08
invoices,invoice_date,2018-03-20 00:21:41
invoices,invoice_date,2018-03-16 21:57:43
invoices,invoice_date,2018-03-16 11:01:06
invoices,invoice_date,2018-03-19 22:38:10
invoices,invoice_date,2018-03-01 16:40:48
accounts,account_id,1
accounts,account_id,2
accounts,account_id,3
accounts,account_id,4
accounts,account_id,5
accounts,account_id,6
accounts,account_id,7
accounts,account_id,8
accounts,account_id,9
accounts,account_id,10
accounts,account_id,11
accounts,account_id,12
accounts,account_id,13
accounts,account_id,14
accounts,account_id,15
accounts,customer_id,3
accounts,customer_id,6
accounts,customer_id,8
accounts,customer_id,9
accounts,customer_id,12
accounts,customer_id,13
accounts,customer_id,15
accounts,date_account_opened,2009-06-13 11:41:52
accounts,date_account_opened,2008-05-04 22:15:56
accounts,date_account_opened,2014-08-11 18:15:14
accounts,date_account_opened,2012-05-04 18:50:32
accounts,date_account_opened,2015-02-02 09:47:08
accounts,date_account_opened,2010-10-22 13:33:45
accounts,date_account_opened,2016-07-30 22:22:24
accounts,date_account_opened,2017-05-29 16:45:17
accounts,date_account_opened,2014-12-28 07:29:42
accounts,date_account_opened,2012-07-09 23:40:15
accounts,date_account_opened,2014-05-30 12:16:52
accounts,date_account_opened,2010-06-16 09:35:00
accounts,date_account_opened,2011-03-29 15:06:59
accounts,date_account_opened,2016-04-25 21:49:17
accounts,date_account_opened,2015-11-03 08:04:15
accounts,account_name,900
accounts,account_name,520
accounts,account_name,710
accounts,account_name,337
accounts,account_name,861
accounts,account_name,429
accounts,account_name,191
accounts,account_name,601
accounts,account_name,323
accounts,account_name,272
accounts,account_name,662
accounts,account_name,371
accounts,account_name,398
accounts,account_name,935
accounts,account_name,390
accounts,other_account_details,VIP
accounts,other_account_details,Regular
product_categories,production_type_code,Books
product_categories,production_type_code,DVDs
product_categories,production_type_code,Food
product_categories,production_type_code,Electronics
product_categories,product_type_description,Electrical devices
product_categories,product_type_description,Books
product_categories,product_type_description,Dvd products
product_categories,product_type_description,Food
product_categories,vat_rating,17.9
product_categories,vat_rating,11.4
product_categories,vat_rating,13.95
product_categories,vat_rating,15.84
products,product_id,1
products,product_id,2
products,product_id,3
products,product_id,4
products,product_id,5
products,product_id,6
products,product_id,7
products,product_id,8
products,product_id,9
products,product_id,10
products,product_id,11
products,product_id,12
products,product_id,13
products,product_id,14
products,product_id,15
products,parent_product_id,1
products,parent_product_id,2
products,parent_product_id,4
products,parent_product_id,5
products,parent_product_id,6
products,parent_product_id,7
products,parent_product_id,8
products,parent_product_id,9
products,production_type_code,Books
products,production_type_code,DVDs
products,production_type_code,Food
products,production_type_code,Electronics
products,unit_price,617.95
products,unit_price,682.06
products,unit_price,409.83
products,unit_price,937.85
products,unit_price,558.49
products,unit_price,49.62
products,unit_price,82.96
products,unit_price,563.58
products,unit_price,52.88
products,unit_price,469.71
products,unit_price,694.31
products,unit_price,729.09
products,unit_price,469.87
products,unit_price,985.78
products,unit_price,639.76
products,product_name,TV
products,product_name,Menus
products,product_name,Fans
products,product_name,Harry Potter 2
products,product_name,Harry Potter 1
products,product_name,Chocolate
products,product_name,Harry Potter 3
products,product_name,Art History
products,product_name,Beer Menus
products,product_name,Learning French
products,product_name,Learning English
products,product_name,Coffee Bean
products,product_name,Hard Drive
products,product_name,Arts
products,product_name,Harry Potter 4
products,product_color,Black
products,product_color,Red
products,product_color,Yellow
products,product_size,Large
products,product_size,Medium
products,product_size,Small
financial_transactions,transaction_id,1
financial_transactions,transaction_id,2
financial_transactions,transaction_id,3
financial_transactions,transaction_id,4
financial_transactions,transaction_id,5
financial_transactions,transaction_id,6
financial_transactions,transaction_id,7
financial_transactions,transaction_id,8
financial_transactions,transaction_id,9
financial_transactions,transaction_id,10
financial_transactions,transaction_id,11
financial_transactions,transaction_id,12
financial_transactions,transaction_id,13
financial_transactions,transaction_id,14
financial_transactions,transaction_id,15
financial_transactions,account_id,4
financial_transactions,account_id,6
financial_transactions,account_id,8
financial_transactions,account_id,9
financial_transactions,account_id,11
financial_transactions,account_id,12
financial_transactions,account_id,13
financial_transactions,account_id,14
financial_transactions,invoice_number,1
financial_transactions,invoice_number,2
financial_transactions,invoice_number,3
financial_transactions,invoice_number,5
financial_transactions,invoice_number,6
financial_transactions,invoice_number,12
financial_transactions,invoice_number,13
financial_transactions,invoice_number,14
financial_transactions,invoice_number,15
financial_transactions,transaction_type,Refund
financial_transactions,transaction_type,Payment
financial_transactions,transaction_date,2018-03-13 03:51:59
financial_transactions,transaction_date,2018-03-12 22:51:05
financial_transactions,transaction_date,2018-03-23 04:56:12
financial_transactions,transaction_date,2018-03-15 21:13:57
financial_transactions,transaction_date,2018-03-12 03:06:52
financial_transactions,transaction_date,2018-03-07 04:32:54
financial_transactions,transaction_date,2018-03-14 19:09:07
financial_transactions,transaction_date,2018-03-03 01:50:25
financial_transactions,transaction_date,2018-03-11 21:57:47
financial_transactions,transaction_date,2018-03-24 12:05:11
financial_transactions,transaction_date,2018-02-27 14:58:30
financial_transactions,transaction_date,2018-03-05 19:55:23
financial_transactions,transaction_date,2018-03-13 13:27:46
financial_transactions,transaction_date,2018-03-10 13:46:48
financial_transactions,transaction_date,2018-03-22 21:58:37
financial_transactions,transaction_amount,899.87
financial_transactions,transaction_amount,613.96
financial_transactions,transaction_amount,1477.57
financial_transactions,transaction_amount,1517.77
financial_transactions,transaction_amount,1214.22
financial_transactions,transaction_amount,1903.41
financial_transactions,transaction_amount,368.46
financial_transactions,transaction_amount,1585.03
financial_transactions,transaction_amount,1425.41
financial_transactions,transaction_amount,1781.24
financial_transactions,transaction_amount,1462.62
financial_transactions,transaction_amount,1979.66
financial_transactions,transaction_amount,540.73
financial_transactions,transaction_amount,1598.25
financial_transactions,transaction_amount,1567.64
financial_transactions,transaction_comment,
financial_transactions,other_transaction_details,
order_items,order_item_id,1
order_items,order_item_id,2
order_items,order_item_id,3
order_items,order_item_id,4
order_items,order_item_id,5
order_items,order_item_id,6
order_items,order_item_id,7
order_items,order_item_id,8
order_items,order_item_id,9
order_items,order_item_id,10
order_items,order_item_id,11
order_items,order_item_id,12
order_items,order_item_id,13
order_items,order_item_id,14
order_items,order_item_id,15
order_items,order_id,1
order_items,order_id,2
order_items,order_id,4
order_items,order_id,10
order_items,order_id,12
order_items,order_id,13
order_items,order_id,14
order_items,order_id,15
order_items,product_id,3
order_items,product_id,4
order_items,product_id,5
order_items,product_id,7
order_items,product_id,9
order_items,product_id,10
order_items,product_id,12
order_items,product_id,13
order_items,product_id,14
order_items,product_id,15
order_items,product_quantity,3
order_items,product_quantity,8
order_items,product_quantity,5
order_items,product_quantity,6
order_items,product_quantity,2
order_items,product_quantity,7
order_items,product_quantity,9
order_items,product_quantity,4
order_items,product_quantity,1
order_items,other_order_item_details,
invoice_line_items,order_item_id,3
invoice_line_items,order_item_id,4
invoice_line_items,order_item_id,5
invoice_line_items,order_item_id,6
invoice_line_items,order_item_id,7
invoice_line_items,order_item_id,8
invoice_line_items,order_item_id,9
invoice_line_items,order_item_id,10
invoice_line_items,order_item_id,11
invoice_line_items,order_item_id,14
invoice_line_items,order_item_id,15
invoice_line_items,invoice_number,1
invoice_line_items,invoice_number,5
invoice_line_items,invoice_number,7
invoice_line_items,invoice_number,9
invoice_line_items,invoice_number,10
invoice_line_items,invoice_number,11
invoice_line_items,invoice_number,12
invoice_line_items,invoice_number,14
invoice_line_items,invoice_number,15
invoice_line_items,product_id,1
invoice_line_items,product_id,3
invoice_line_items,product_id,5
invoice_line_items,product_id,6
invoice_line_items,product_id,8
invoice_line_items,product_id,9
invoice_line_items,product_id,10
invoice_line_items,product_id,11
invoice_line_items,product_id,14
invoice_line_items,product_id,15
invoice_line_items,product_title,prod_name
invoice_line_items,product_quantity,3
invoice_line_items,product_quantity,8
invoice_line_items,product_quantity,5
invoice_line_items,product_quantity,6
invoice_line_items,product_quantity,2
invoice_line_items,product_quantity,9
invoice_line_items,product_quantity,7
invoice_line_items,product_quantity,4
invoice_line_items,product_quantity,1
invoice_line_items,product_price,995.34
invoice_line_items,product_price,742.37
invoice_line_items,product_price,486.69
invoice_line_items,product_price,556.36
invoice_line_items,product_price,749.6
invoice_line_items,product_price,814.87
invoice_line_items,product_price,942.99
invoice_line_items,product_price,943.07
invoice_line_items,product_price,429.05
invoice_line_items,product_price,559.95
invoice_line_items,product_price,787.61
invoice_line_items,product_price,781.46
invoice_line_items,product_price,884.4
invoice_line_items,product_price,597.28
invoice_line_items,product_price,727.41
invoice_line_items,derived_product_cost,64.67
invoice_line_items,derived_product_cost,256.84
invoice_line_items,derived_product_cost,66
invoice_line_items,derived_product_cost,197.06
invoice_line_items,derived_product_cost,249.19
invoice_line_items,derived_product_cost,295.26
invoice_line_items,derived_product_cost,73.14
invoice_line_items,derived_product_cost,176.29
invoice_line_items,derived_product_cost,188.71
invoice_line_items,derived_product_cost,150.04
invoice_line_items,derived_product_cost,88.43
invoice_line_items,derived_product_cost,89.16
invoice_line_items,derived_product_cost,28.18
invoice_line_items,derived_product_cost,254.08
invoice_line_items,derived_product_cost,191.11
invoice_line_items,derived_vat_payable,
invoice_line_items,derived_total_cost,98.77
invoice_line_items,derived_total_cost,69.82
invoice_line_items,derived_total_cost,71.22
invoice_line_items,derived_total_cost,59.56
invoice_line_items,derived_total_cost,45.66
invoice_line_items,derived_total_cost,78.26
invoice_line_items,derived_total_cost,79.48
invoice_line_items,derived_total_cost,82.77
invoice_line_items,derived_total_cost,83.4
invoice_line_items,derived_total_cost,51.27
invoice_line_items,derived_total_cost,53.53
invoice_line_items,derived_total_cost,86.56
invoice_line_items,derived_total_cost,58.24
invoice_line_items,derived_total_cost,59.93
invoice_line_items,derived_total_cost,61
ref_payment_methods,payment_method_code,American E
ref_payment_methods,payment_method_code,Visa
ref_payment_methods,payment_method_code,MasterCard
ref_payment_methods,payment_method_description,credit
ref_payment_methods,payment_method_description,Visa
ref_payment_methods,payment_method_description,debit
ref_service_types,service_type_code,1
ref_service_types,service_type_code,2
ref_service_types,service_type_code,3
ref_service_types,service_type_code,4
ref_service_types,parent_service_type_code,1
ref_service_types,service_type_description,provide photo service
ref_service_types,service_type_description,provide adv promoting service
ref_service_types,service_type_description,provide dinning service
ref_service_types,service_type_description,provide filming service
addresses,address_id,192
addresses,address_id,15
addresses,address_id,362
addresses,address_id,266
addresses,address_id,39
addresses,address_id,98
addresses,address_id,230
addresses,address_id,180
addresses,address_id,207
addresses,address_id,148
addresses,address_id,19
addresses,address_id,369
addresses,address_id,286
addresses,address_id,201
addresses,address_id,314
addresses,address_id,124
addresses,address_id,110
addresses,address_id,74
addresses,address_id,374
addresses,address_id,383
addresses,line_1,809 Izabella Islands
addresses,line_1,4753 Dach Highway
addresses,line_1,545 Lula Mission
addresses,line_1,32128 Klocko Oval
addresses,line_1,3720 Vito View Apt. 148
addresses,line_1,391 Vandervort Fall Apt. 446
addresses,line_1,2082 Runolfsson Cliffs
addresses,line_1,0855 Ziemann Island
addresses,line_1,788 Flossie Junction Apt. 770
addresses,line_1,8835 Boehm Greens
addresses,line_1,8682 Boyle Glen
addresses,line_1,384 Fahey Flat Apt. 886
addresses,line_1,9799 Andres Shoal
addresses,line_1,77667 Nathan Union Apt. 606
addresses,line_1,2893 Jenkins Station Suite 815
addresses,line_1,70561 Vicenta Islands Apt. 873
addresses,line_1,899 Okuneva Haven
addresses,line_1,51237 Maiya Center
addresses,line_1,956 Aliyah Cape
addresses,line_1,87789 Reilly Canyon Suite 872
addresses,line_2,Suite 311
addresses,line_2,Suite 846
addresses,line_2,Apt. 114
addresses,line_2,Apt. 861
addresses,line_2,Apt. 012
addresses,line_2,Apt. 460
addresses,line_2,Suite 570
addresses,line_2,Apt. 741
addresses,line_2,Suite 271
addresses,line_2,Suite 184
addresses,line_2,Apt. 584
addresses,line_2,Apt. 352
addresses,line_2,Apt. 107
addresses,line_2,Suite 583
addresses,line_2,Suite 714
addresses,line_2,Apt. 615
addresses,line_2,Apt. 597
addresses,line_2,Suite 226
addresses,line_2,Apt. 136
addresses,city_town,Purdyville
addresses,city_town,Lindberg
addresses,city_town,New Lonzoville
addresses,city_town,East Aracely
addresses,city_town,Jasthaven
addresses,city_town,Nataliamouth
addresses,city_town,South Birdie
addresses,city_town,Feliciaberg
addresses,city_town,Desireefort
addresses,city_town,South Eugenia
addresses,city_town,Monahanshire
addresses,city_town,Rueckermouth
addresses,city_town,Schadenville
addresses,city_town,Cronaborough
addresses,city_town,North Antonina
addresses,city_town,Port Maximeview
addresses,city_town,Chrisside
addresses,city_town,New Jaquelinmouth
addresses,city_town,West Sherwoodstad
addresses,city_town,Macejkovicchester
addresses,state_county,Nebraska
addresses,state_county,Indiana
addresses,state_county,Florida
addresses,state_county,Delaware
addresses,state_county,Washington
addresses,state_county,Alabama
addresses,state_county,Oklahoma
addresses,state_county,SouthCarolina
addresses,state_county,Maryland
addresses,state_county,Ohio
addresses,state_county,WestVirginia
addresses,state_county,Pennsylvania
addresses,state_county,Arizona
addresses,state_county,SouthDakota
addresses,state_county,Kentucky
addresses,state_county,Alaska
addresses,other_details,
products,product_id,156
products,product_id,11
products,product_id,81
products,product_id,216
products,product_id,154
products,product_id,250
products,product_id,300
products,product_id,21
products,product_id,233
products,product_id,273
products,product_id,83
products,product_id,232
products,product_id,188
products,product_id,46
products,product_id,179
products,product_name,photo
products,product_name,film
products,product_name,dinning
products,product_price,157216
products,product_price,30625
products,product_price,17622723
products,product_price,1432324
products,product_price,634660
products,product_price,900
products,product_price,1577
products,product_price,50828
products,product_price,4082352
products,product_price,22082866
products,product_price,22
products,product_price,4448536
products,product_price,49097627
products,product_price,797
products,product_price,2302
products,product_description,
products,other_product_service_details,
marketing_regions,marketing_region_code,RU
marketing_regions,marketing_region_code,FR
marketing_regions,marketing_region_code,IN
marketing_regions,marketing_region_code,CN
marketing_regions,marketing_region_code,ES
marketing_regions,marketing_region_code,US
marketing_regions,marketing_region_code,CA
marketing_regions,marketing_region_code,MX
marketing_regions,marketing_region_name,India
marketing_regions,marketing_region_name,Canada
marketing_regions,marketing_region_name,Russia
marketing_regions,marketing_region_name,Mexico
marketing_regions,marketing_region_name,China
marketing_regions,marketing_region_name,United States
marketing_regions,marketing_region_name,Spain
marketing_regions,marketing_region_name,France
marketing_regions,marketing_region_descriptrion,
marketing_regions,marketing_region_descriptrion,Our target market
marketing_regions,marketing_region_descriptrion,Our main market
marketing_regions,marketing_region_descriptrion,Our largest market
marketing_regions,other_details,
clients,client_id,768
clients,client_id,775
clients,client_id,776
clients,client_id,527
clients,client_id,423
clients,client_id,426
clients,client_id,938
clients,client_id,943
clients,client_id,953
clients,client_id,699
clients,client_id,591
clients,client_id,605
clients,client_id,478
clients,client_id,735
clients,client_id,868
clients,client_id,631
clients,client_id,628
clients,client_id,887
clients,client_id,508
clients,client_id,509
clients,address_id,98
clients,address_id,39
clients,address_id,201
clients,address_id,74
clients,address_id,362
clients,address_id,110
clients,address_id,15
clients,address_id,369
clients,address_id,180
clients,address_id,374
clients,address_id,286
clients,address_id,383
clients,customer_email_address,vparker@example.net
clients,customer_email_address,lbalistreri@example.net
clients,customer_email_address,westley30@example.net
clients,customer_email_address,qaltenwerth@example.com
clients,customer_email_address,conn.josiane@example.com
clients,customer_email_address,cleora.strosin@example.org
clients,customer_email_address,kbailey@example.com
clients,customer_email_address,cconn@example.net
clients,customer_email_address,boyer.carleton@example.com
clients,customer_email_address,white.alysa@example.com
clients,customer_email_address,dina.gutmann@example.net
clients,customer_email_address,lacy92@example.com
clients,customer_email_address,considine.shyanne@example.net
clients,customer_email_address,rempel.jamison@example.com
clients,customer_email_address,buddy98@example.org
clients,customer_email_address,branson94@example.net
clients,customer_email_address,hudson.kristina@example.net
clients,customer_email_address,strosin.keara@example.com
clients,customer_email_address,alba04@example.com
clients,customer_email_address,jklocko@example.net
clients,customer_name,Alvis
clients,customer_name,Horace
clients,customer_name,Bettye
clients,customer_name,Jack
clients,customer_name,Urban
clients,customer_name,Rory
clients,customer_name,Clifford
clients,customer_name,Consuelo
clients,customer_name,Vita
clients,customer_name,Arvid
clients,customer_name,Connor
clients,customer_name,Garfield
clients,customer_name,Marquis
clients,customer_name,Kelton
clients,customer_name,Genesis
clients,customer_name,Krista
clients,customer_name,Tevin
clients,customer_name,Rosanna
clients,customer_name,Reinhold
clients,customer_name,Malcolm
clients,customer_phone,+63(3)8897932425
clients,customer_phone,(066)903-6363
clients,customer_phone,(995)964-6385
clients,customer_phone,(604)849-0214
clients,customer_phone,(966)022-6448x3428
clients,customer_phone,(651)611-6111x61144
clients,customer_phone,1-121-643-1101
clients,customer_phone,581.457.6800
clients,customer_phone,(729)754-0764x6020
clients,customer_phone,(042)912-3404x5135
clients,customer_phone,1-048-214-4640x64380
clients,customer_phone,+12(5)4915316228
clients,customer_phone,398-003-6983x1691
clients,customer_phone,(745)818-8559x747
clients,customer_phone,1-479-550-1510x89172
clients,customer_phone,1-431-563-2576x9849
clients,customer_phone,1-299-766-5382x3122
clients,customer_phone,08761812417
clients,customer_phone,935-161-0948x33010
clients,customer_phone,405.225.1435
clients,other_details,Super VIP
clients,other_details,VIP
clients,other_details,
drama_workshop_groups,workshop_group_id,954
drama_workshop_groups,workshop_group_id,708
drama_workshop_groups,workshop_group_id,838
drama_workshop_groups,workshop_group_id,136
drama_workshop_groups,workshop_group_id,140
drama_workshop_groups,workshop_group_id,685
drama_workshop_groups,workshop_group_id,942
drama_workshop_groups,workshop_group_id,431
drama_workshop_groups,workshop_group_id,176
drama_workshop_groups,workshop_group_id,735
drama_workshop_groups,workshop_group_id,405
drama_workshop_groups,workshop_group_id,470
drama_workshop_groups,workshop_group_id,314
drama_workshop_groups,workshop_group_id,382
drama_workshop_groups,workshop_group_id,415
drama_workshop_groups,address_id,98
drama_workshop_groups,address_id,230
drama_workshop_groups,address_id,201
drama_workshop_groups,address_id,266
drama_workshop_groups,address_id,110
drama_workshop_groups,address_id,207
drama_workshop_groups,address_id,369
drama_workshop_groups,address_id,180
drama_workshop_groups,address_id,374
drama_workshop_groups,address_id,124
drama_workshop_groups,address_id,286
drama_workshop_groups,address_id,383
drama_workshop_groups,currency_code,USD
drama_workshop_groups,currency_code,EU
drama_workshop_groups,marketing_region_code,RU
drama_workshop_groups,marketing_region_code,FR
drama_workshop_groups,marketing_region_code,ES
drama_workshop_groups,marketing_region_code,US
drama_workshop_groups,marketing_region_code,PT
drama_workshop_groups,marketing_region_code,DE
drama_workshop_groups,marketing_region_code,MX
drama_workshop_groups,marketing_region_code,IE
drama_workshop_groups,store_name,Kole Photo
drama_workshop_groups,store_name,Amely Cafe
drama_workshop_groups,store_name,WAT Food
drama_workshop_groups,store_name,Kling Workshop
drama_workshop_groups,store_name,Veda Film
drama_workshop_groups,store_name,Kessler Exploration
drama_workshop_groups,store_name,Warino Photo
drama_workshop_groups,store_name,Queen Art
drama_workshop_groups,store_name,Uhuels Fruit
drama_workshop_groups,store_name,Bednar Film
drama_workshop_groups,store_name,Hansen Print
drama_workshop_groups,store_name,Harry Beef
drama_workshop_groups,store_name,Orn News
drama_workshop_groups,store_name,Welch Flower
drama_workshop_groups,store_name,Roo Place
drama_workshop_groups,store_phone,1-764-337-3453
drama_workshop_groups,store_phone,(256)743-0310
drama_workshop_groups,store_phone,1-811-875-3222
drama_workshop_groups,store_phone,(422)705-5633
drama_workshop_groups,store_phone,(904)958-9909x0087
drama_workshop_groups,store_phone,793-966-9311x5303
drama_workshop_groups,store_phone,499-032-2149
drama_workshop_groups,store_phone,(411)133-9128
drama_workshop_groups,store_phone,334-591-4561x465
drama_workshop_groups,store_phone,+60(6)8081312118
drama_workshop_groups,store_phone,(020)161-0983x567
drama_workshop_groups,store_phone,(636)443-4067
drama_workshop_groups,store_phone,122-084-8029
drama_workshop_groups,store_phone,1-351-773-1587x95545
drama_workshop_groups,store_phone,492-463-5967
drama_workshop_groups,store_email_address,quigley.queen@example.org
drama_workshop_groups,store_email_address,bednar.michael@example.org
drama_workshop_groups,store_email_address,roosevelt61@example.com
drama_workshop_groups,store_email_address,amely.ruecker@example.com
drama_workshop_groups,store_email_address,watsica.hettie@example.com
drama_workshop_groups,store_email_address,waino.king@example.com
drama_workshop_groups,store_email_address,kole.torp@example.org
drama_workshop_groups,store_email_address,welch.colby@example.net
drama_workshop_groups,store_email_address,katherine.kling@example.org
drama_workshop_groups,store_email_address,arturo.orn@example.org
drama_workshop_groups,store_email_address,kessler.maximillia@example.net
drama_workshop_groups,store_email_address,hansen.krista@example.net
drama_workshop_groups,store_email_address,uhuels@example.net
drama_workshop_groups,store_email_address,breitenberg.veda@example.com
drama_workshop_groups,store_email_address,harry.nicolas@example.org
drama_workshop_groups,other_details,Bad
drama_workshop_groups,other_details,Good
drama_workshop_groups,other_details,
performers,performer_id,904
performers,performer_id,650
performers,performer_id,656
performers,performer_id,153
performers,performer_id,798
performers,performer_id,415
performers,performer_id,808
performers,performer_id,433
performers,performer_id,313
performers,performer_id,954
performers,performer_id,448
performers,performer_id,832
performers,performer_id,976
performers,performer_id,466
performers,performer_id,211
performers,performer_id,341
performers,performer_id,360
performers,performer_id,882
performers,performer_id,376
performers,performer_id,379
performers,address_id,192
performers,address_id,39
performers,address_id,266
performers,address_id,362
performers,address_id,110
performers,address_id,207
performers,address_id,15
performers,address_id,19
performers,address_id,180
performers,address_id,148
performers,address_id,374
performers,address_id,314
performers,address_id,124
performers,customer_name,Ashley
performers,customer_name,Trudie
performers,customer_name,Marques
performers,customer_name,Shaniya
performers,customer_name,Keanu
performers,customer_name,Fritz
performers,customer_name,Destiney
performers,customer_name,Gwen
performers,customer_name,Peyton
performers,customer_name,Elyse
performers,customer_name,Dariana
performers,customer_name,Issac
performers,customer_name,Sid
performers,customer_name,Joannie
performers,customer_name,Oren
performers,customer_name,Shawna
performers,customer_name,Tyrique
performers,customer_name,Vernon
performers,customer_name,Doyle
performers,customer_name,Jeanie
performers,customer_phone,+11(1)8172674604
performers,customer_phone,323-787-3435x31522
performers,customer_phone,(054)005-5168
performers,customer_phone,483.180.0168x1288
performers,customer_phone,342-389-0010x682
performers,customer_phone,893-536-8857
performers,customer_phone,905.705.9514
performers,customer_phone,1-260-605-6483
performers,customer_phone,320.705.7190x0354
performers,customer_phone,472.072.6649x4161
performers,customer_phone,1-856-024-7910x2017
performers,customer_phone,(654)496-1642x31167
performers,customer_phone,1-952-052-6685x28082
performers,customer_phone,08639382978
performers,customer_phone,858.603.7004
performers,customer_phone,087-833-4617x095
performers,customer_phone,547.535.3455
performers,customer_phone,664.495.1939
performers,customer_phone,1-417-019-8634
performers,customer_phone,782-118-0067
performers,customer_email_address,hbreitenberg@example.com
performers,customer_email_address,krogahn@example.com
performers,customer_email_address,clotilde04@example.net
performers,customer_email_address,cummings.matteo@example.com
performers,customer_email_address,anderson34@example.net
performers,customer_email_address,chaim10@example.com
performers,customer_email_address,okub@example.org
performers,customer_email_address,ferry.carolina@example.net
performers,customer_email_address,cokuneva@example.com
performers,customer_email_address,preston45@example.net
performers,customer_email_address,otilia.ortiz@example.net
performers,customer_email_address,ianderson@example.com
performers,customer_email_address,joel24@example.com
performers,customer_email_address,wisozk.john@example.org
performers,customer_email_address,trey88@example.net
performers,customer_email_address,hudson.cristobal@example.net
performers,customer_email_address,jennyfer81@example.com
performers,customer_email_address,myrtice.satterfield@example.net
performers,customer_email_address,wschroeder@example.org
performers,customer_email_address,kellen89@example.com
performers,other_details,Did not pay
performers,other_details,Pay good tips
performers,other_details,
customers,customer_id,556
customers,customer_id,712
customers,customer_id,714
customers,customer_id,793
customers,customer_id,998
customers,customer_id,633
customers,customer_id,304
customers,customer_id,957
customers,customer_id,516
customers,customer_id,240
customers,customer_id,518
customers,customer_id,267
customers,customer_id,546
customers,customer_id,418
customers,customer_id,823
customers,address_id,98
customers,address_id,230
customers,address_id,201
customers,address_id,266
customers,address_id,74
customers,address_id,110
customers,address_id,207
customers,address_id,369
customers,address_id,19
customers,address_id,180
customers,address_id,148
customers,address_id,286
customers,address_id,383
customers,customer_name,Davonte
customers,customer_name,Blake
customers,customer_name,Elwyn
customers,customer_name,Wade
customers,customer_name,Cedrick
customers,customer_name,Alek
customers,customer_name,Jacques
customers,customer_name,Isaiah
customers,customer_name,Federico
customers,customer_name,Samson
customers,customer_name,Daryl
customers,customer_name,Harold
customers,customer_name,Ephraim
customers,customer_name,Adelbert
customers,customer_name,Robert
customers,customer_phone,914-915-7483
customers,customer_phone,02902266118
customers,customer_phone,(941)313-1839x94608
customers,customer_phone,388.863.3459x0915
customers,customer_phone,398.352.1753
customers,customer_phone,056.568.7725
customers,customer_phone,(514)659-1318x46123
customers,customer_phone,03189033909
customers,customer_phone,620-987-5897
customers,customer_phone,+46(5)7576252034
customers,customer_phone,903.657.6967x467
customers,customer_phone,624-096-7791
customers,customer_phone,1-463-121-4086x655
customers,customer_phone,(191)727-6065x6351
customers,customer_phone,347.178.3326
customers,customer_email_address,terry.nels@example.com
customers,customer_email_address,jerde.harmon@example.com
customers,customer_email_address,gage.johns@example.org
customers,customer_email_address,hickle.jazmyn@example.org
customers,customer_email_address,keanu70@example.net
customers,customer_email_address,clemens43@example.org
customers,customer_email_address,nschmidt@example.org
customers,customer_email_address,ggrant@example.com
customers,customer_email_address,dudley08@example.net
customers,customer_email_address,hermann.veum@example.org
customers,customer_email_address,eleannon@example.org
customers,customer_email_address,cassin.cielo@example.org
customers,customer_email_address,dalton75@example.com
customers,customer_email_address,johnson27@example.com
customers,customer_email_address,fheathcote@example.com
customers,other_details,VIP
customers,other_details,
stores,store_id,512
stores,store_id,236
stores,store_id,421
stores,store_id,291
stores,store_id,150
stores,store_id,444
stores,store_id,231
stores,store_id,229
stores,store_id,518
stores,store_id,344
stores,address_id,192
stores,address_id,230
stores,address_id,266
stores,address_id,74
stores,address_id,110
stores,address_id,369
stores,address_id,286
stores,marketing_region_code,RU
stores,marketing_region_code,FR
stores,marketing_region_code,ES
stores,marketing_region_code,IN
stores,marketing_region_code,CN
stores,marketing_region_code,CA
stores,store_name,Shery Photo
stores,store_name,FJA Filming
stores,store_name,Adan Dinning
stores,store_name,Lur Photo
stores,store_name,Fred Dinning
stores,store_name,Rob Dinning
stores,store_name,FK Filming
stores,store_name,Ewi Filming
stores,store_name,Carmol Photo
stores,store_name,Adam Photo
stores,store_phone,1-678-902-9434x1148
stores,store_phone,086-705-8793
stores,store_phone,+46(1)1411714927
stores,store_phone,896-931-9633x869
